Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_BIOLOGICAL_PROCESS	KW-0508~mRNA splicing	17	10.493827160493826	1.0377341462279828E-7	25804, 220988, 3190, 6434, 10262, 26986, 3185, 8570, 23435, 23076, 3312, 84991, 6426, 10147, 9939, 5725, 6628	117	314	11434	5.290924927867604	7.3678856786774105E-6	7.3679124382186775E-6	6.952818779727485E-6
REACTOME_PATHWAY	R-HSA-450408~AUF1 (hnRNP D0) binds and destabilizes mRNA	8	4.938271604938271	4.819756344830033E-7	5717, 5719, 3304, 3312, 1981, 26986, 11047, 5689	128	43	11153	16.21075581395349	4.322388062261151E-4	6.176173487589342E-5	5.343044176554437E-5
GOTERM_MF_DIRECT	GO:0045296~cadherin binding	15	9.25925925925926	5.135574050192495E-7	6152, 3190, 6187, 6520, 2023, 2010, 471, 10801, 10606, 3312, 55379, 10938, 22919, 5315, 11344	161	321	19208	5.574969524583503	2.2748011132922574E-4	5.687648260588188E-5	5.623453584960782E-5
UP_KW_BIOLOGICAL_PROCESS	KW-0507~mRNA processing	18	11.11111111111111	5.941034614616705E-7	25804, 220988, 3190, 6434, 10262, 26986, 3185, 8570, 23435, 10914, 23076, 3312, 84991, 6426, 10147, 9939, 5725, 6628	117	403	11434	4.364955144111472	4.218046867032754E-5	2.10906728818893E-5	1.990246595896596E-5
REACTOME_PATHWAY	R-HSA-72163~mRNA Splicing - Major Pathway	14	8.641975308641975	6.309062335194825E-7	25804, 220988, 3190, 6434, 10262, 3185, 2521, 3312, 84991, 6426, 5437, 9939, 5725, 6628	128	207	11153	5.8930404589371985	5.657629656956598E-4	7.074036143337198E-5	6.11979046513898E-5
REACTOME_PATHWAY	R-HSA-72203~Processing of Capped Intron-Containing Pre-mRNA	16	9.876543209876543	7.997872025724329E-7	25804, 220988, 3190, 6434, 10262, 3185, 10914, 2521, 3312, 23165, 84991, 6426, 5437, 9939, 5725, 6628	128	285	11153	4.891666666666667	7.171521309975448E-4	7.971212452305249E-5	6.895942991068977E-5
REACTOME_PATHWAY	R-HSA-72172~mRNA Splicing	14	8.641975308641975	9.705962743870194E-7	25804, 220988, 3190, 6434, 10262, 3185, 2521, 3312, 84991, 6426, 5437, 9939, 5725, 6628	128	215	11153	5.673764534883721	8.702463963806695E-4	8.706248581251565E-5	7.53182708924327E-5
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	12	7.4074074074074066	1.097308636654134E-6	25804, 2521, 3312, 23076, 10262, 8148, 10147, 9939, 8570, 23435, 5725, 6628	161	205	19416	7.059294046356612	0.0011306861172647453	6.94716672820927E-4	6.893260487835192E-4
KEGG_PATHWAY	hsa05020:Prion disease	15	9.25925925925926	1.342054641602693E-6	5296, 1350, 292, 6390, 1349, 5717, 5719, 3304, 3312, 515, 11047, 5689, 4711, 7416, 4712	96	278	8865	4.982576438848921	3.032585603605087E-4	1.9381004012466855E-4	1.74086009492512E-4
GOTERM_BP_DIRECT	GO:0006397~mRNA processing	13	8.024691358024691	1.3476560093519437E-6	10262, 26986, 3185, 8570, 23435, 10914, 23076, 3312, 54888, 6426, 10147, 9939, 5725	161	254	19416	6.172250207854453	0.0013884694649621832	6.94716672820927E-4	6.893260487835192E-4
KEGG_PATHWAY	hsa05014:Amyotrophic lateral sclerosis	17	10.493827160493826	1.7151330984483941E-6	220988, 1350, 23435, 6390, 1349, 5717, 5719, 2521, 23165, 515, 11047, 71, 5689, 4711, 7416, 4712, 8408	96	371	8865	4.2313847708894885	3.8754529757012435E-4	1.9381004012466855E-4	1.74086009492512E-4
GOTERM_MF_DIRECT	GO:0003713~transcription coactivator activity	13	8.024691358024691	2.1641462279469534E-6	9862, 9112, 23476, 10987, 1487, 2521, 23076, 23054, 5315, 6603, 4831, 26292, 4869	161	263	19208	5.897173086460572	9.582583933125388E-4	1.9174335579610007E-4	1.895792095681531E-4
KEGG_PATHWAY	hsa05010:Alzheimer disease	17	10.493827160493826	3.398632539893361E-6	5296, 1350, 292, 6390, 1349, 5717, 5719, 515, 207, 11047, 208, 5689, 4711, 7416, 4712, 1857, 8408	96	391	8865	4.014945652173914	7.677973518874781E-4	2.5603031800529985E-4	2.2997413519945076E-4
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	11	6.790123456790123	5.363997802499489E-6	25804, 220988, 3190, 3312, 6434, 10262, 26986, 6426, 3185, 9939, 6628	161	196	19416	6.768158194955001	0.005515032627569472	0.0018434272447923243	0.0018291232506523257
GOTERM_MF_DIRECT	GO:0004722~protein serine/threonine phosphatase activity	7	4.320987654320987	9.514623701699119E-6	5496, 55379, 10295, 5499, 92609, 5515, 9110	161	59	19208	14.154753131908622	0.0042061277140064135	7.024963833087849E-4	6.945675302240357E-4
KEGG_PATHWAY	hsa05415:Diabetic cardiomyopathy	12	7.4074074074074066	1.1040024583802387E-5	1349, 5296, 5499, 515, 207, 208, 1350, 292, 4711, 7416, 4712, 6390	96	205	8865	5.405487804878049	0.0024919492553509004	6.237613889848348E-4	5.602812476279711E-4
WIKIPATHWAYS	WP411:mRNA processing	11	6.790123456790123	1.1252886289236261E-5	3190, 10914, 5496, 2521, 6434, 10262, 84991, 6426, 10147, 5725, 6628	113	140	8749	6.083375474083439	0.003953203696105634	0.003961015973811164	0.0038484871109188013
REACTOME_PATHWAY	R-HSA-9010553~Regulation of expression of SLITs and ROBOs	11	6.790123456790123	1.3072572770688083E-5	5717, 6152, 5719, 6165, 6187, 1981, 26986, 11047, 5689, 9939, 3921	128	159	11153	6.028056210691824	0.01165769078292822	0.001066008888664292	9.22210588186723E-4
KEGG_PATHWAY	hsa03040:Spliceosome	12	7.4074074074074066	1.886152673384239E-5	25804, 220988, 3190, 3304, 2521, 3312, 6434, 10262, 84991, 6426, 9939, 6628	96	217	8865	5.106566820276497	0.004253672640380679	8.017297226906872E-4	7.201377597619889E-4
KEGG_PATHWAY	hsa05017:Spinocerebellar ataxia	10	6.172839506172839	2.1992973976502947E-5	5717, 5296, 5719, 207, 208, 11047, 5689, 292, 7416, 8408	96	144	8865	6.412760416666667	0.004958134447520135	8.017297226906872E-4	7.201377597619889E-4
KEGG_PATHWAY	hsa05016:Huntington disease	14	8.641975308641975	2.483233654351686E-5	1350, 292, 6390, 1349, 5717, 5719, 515, 11047, 5689, 4711, 7416, 5437, 4712, 8408	96	311	8865	4.156953376205788	0.005596458890770317	8.017297226906872E-4	7.201377597619889E-4
GOTERM_MF_DIRECT	GO:0005524~ATP binding	30	18.51851851851852	2.7848826870641786E-5	4173, 47, 7322, 10295, 2870, 10928, 25989, 10914, 3313, 3312, 10938, 5315, 71, 11344, 7416, 8408, 51727, 5571, 4141, 22880, 3098, 80179, 3304, 10606, 1981, 207, 208, 4831, 7329, 2937	161	1544	19208	2.3180896598332956	0.012261410819336294	0.0017624329005277587	0.001742540881334443
REACTOME_PATHWAY	R-HSA-9679506~SARS-CoV Infections	16	9.876543209876543	7.065669452422047E-5	6187, 9112, 23476, 25921, 3837, 23193, 23165, 207, 11253, 7329, 208, 3921, 54815, 6628, 4869, 3703	128	414	11153	3.367451690821256	0.06141447173865955	0.00528158791568548	0.004569132912566257
WIKIPATHWAYS	WP4018:Clear cell renal cell carcinoma pathways	8	4.938271604938271	1.0123727634869895E-4	6472, 8242, 7167, 47, 2023, 207, 5315, 3098	113	85	8749	7.287038001041124	0.03500979236009405	0.017817760637371016	0.01731157425562752
REACTOME_PATHWAY	R-HSA-376176~Signaling by ROBO receptors	11	6.790123456790123	1.1877588428358723E-4	5717, 6152, 5719, 6165, 6187, 1981, 26986, 11047, 5689, 9939, 3921	128	206	11153	4.652722997572815	0.10106836769975625	0.00819553601556752	0.0070900066310818225
KEGG_PATHWAY	hsa05012:Parkinson disease	12	7.4074074074074066	1.423764677145528E-4	1349, 5717, 5719, 515, 1350, 11047, 5689, 292, 4711, 7416, 4712, 6390	96	271	8865	4.089022140221402	0.031667125836968846	0.003757092451136645	0.0033747334848705265
KEGG_PATHWAY	hsa05208:Chemical carcinogenesis - reactive oxygen species	11	6.790123456790123	1.4961872593022038E-4	1349, 5296, 515, 207, 208, 1350, 292, 4711, 7416, 4712, 6390	96	227	8865	4.474807268722467	0.03325097971273172	0.003757092451136645	0.0033747334848705265
KEGG_PATHWAY	hsa05022:Pathways of neurodegeneration - multiple diseases	16	9.876543209876543	1.7367073979241435E-4	1350, 292, 23435, 6390, 1349, 5717, 5719, 2521, 515, 11047, 5689, 4711, 7416, 4712, 1857, 8408	96	483	8865	3.0590062111801237	0.03849257900559422	0.003924958719308564	0.0035255160177860116
REACTOME_PATHWAY	R-HSA-8953897~Cellular responses to stimuli	24	14.814814814814813	1.8309642872965141E-4	6152, 5296, 6187, 6165, 7001, 7322, 1350, 3021, 8570, 23523, 1349, 5717, 5719, 3304, 3313, 23054, 3312, 23165, 207, 11047, 208, 5689, 5515, 3921	128	899	11153	2.3261262513904337	0.15147228732338014	0.011731249755035523	0.010148773478157822
WIKIPATHWAYS	WP4290:Metabolic reprogramming in colon cancer	6	3.7037037037037033	1.8329764897134714E-4	6472, 47, 10606, 2023, 5315, 6390	113	42	8749	11.060682680151706	0.0624889048805608	0.021506924145971395	0.020895931982733575
REACTOME_PATHWAY	R-HSA-2262752~Cellular responses to stress	22	13.580246913580247	2.4376248070189971E-4	6152, 6187, 6165, 7001, 7322, 1350, 3021, 8570, 23523, 1349, 5717, 5719, 3304, 3313, 23054, 3312, 23165, 207, 11047, 208, 5689, 3921	128	797	11153	2.405171737766625	0.1964224630509811	0.014576996345973602	0.012610645668311613
KEGG_PATHWAY	hsa04932:Non-alcoholic fatty liver disease	9	5.555555555555555	2.669899049347734E-4	1349, 5296, 5571, 207, 208, 1350, 4711, 4712, 6390	96	157	8865	5.29359076433121	0.058562931628326265	0.0054854289559326174	0.004927177336523546
KEGG_PATHWAY	hsa04152:AMPK signaling pathway	8	4.938271604938271	3.193258295207626E-4	5296, 5571, 1994, 5862, 207, 208, 5515, 8408	96	122	8865	6.055327868852459	0.06963580542277237	0.006013969789307695	0.005401928616059567
REACTOME_PATHWAY	R-HSA-975957~Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	8	4.938271604938271	3.509321203551133E-4	6152, 6165, 6187, 1981, 26986, 9939, 5515, 3921	128	116	11153	6.009159482758621	0.27009534222941534	0.01842746236798549	0.01594170657475668
REACTOME_PATHWAY	R-HSA-927802~Nonsense-Mediated Decay (NMD)	8	4.938271604938271	3.509321203551133E-4	6152, 6165, 6187, 1981, 26986, 9939, 5515, 3921	128	116	11153	6.009159482758621	0.27009534222941534	0.01842746236798549	0.01594170657475668
REACTOME_PATHWAY	R-HSA-162909~Host Interactions of HIV factors	8	4.938271604938271	3.697818535381704E-4	5717, 3837, 5719, 23165, 11047, 5689, 292, 4869	128	117	11153	5.957799145299146	0.28233734847423764	0.01842746236798549	0.01594170657475668
WIKIPATHWAYS	WP111:Electron transport chain OXPHOS system in mitochondria	8	4.938271604938271	3.7851258180502404E-4	1349, 9551, 515, 1350, 292, 4711, 4712, 6390	113	105	8749	5.899030762747577	0.12476394423637549	0.02907877524918899	0.028252673679609756
WIKIPATHWAYS	WP4629:Aerobic glycolysis	4	2.4691358024691357	4.130507847896163E-4	7167, 2023, 5315, 3098	113	12	8749	25.80825958702065	0.1353443225461295	0.02907877524918899	0.028252673679609756
REACTOME_PATHWAY	R-HSA-8948751~Regulation of PTEN stability and activity	6	3.7037037037037033	4.2458338785219873E-4	5717, 5719, 207, 208, 11047, 5689	128	56	11153	9.335658482142858	0.3167757711502891	0.01910237565271072	0.01652557804515442
REACTOME_PATHWAY	R-HSA-9711123~Cellular response to chemical stress	10	6.172839506172839	4.259169599266604E-4	1349, 5717, 5719, 7001, 23054, 207, 208, 1350, 11047, 5689	128	198	11153	4.400647095959596	0.3175929122950203	0.01910237565271072	0.01652557804515442
GOTERM_BP_DIRECT	GO:0043484~regulation of RNA splicing	6	3.7037037037037033	4.3726031002484615E-4	2521, 6434, 23076, 6426, 3185, 5725	161	77	19416	9.39711220456562	0.3629543552781701	0.1127038449089041	0.1118293242888544
REACTOME_PATHWAY	R-HSA-69206~G1/S Transition	8	4.938271604938271	4.5345953964283104E-4	5717, 4173, 5719, 207, 208, 11047, 5689, 5515	128	121	11153	5.760847107438016	0.3342529317712183	0.019369200336172353	0.016756409655373183
KEGG_PATHWAY	hsa04213:Longevity regulating pathway - multiple species	6	3.7037037037037033	5.078316783439351E-4	5296, 5571, 3304, 3312, 207, 208	96	62	8865	8.93649193548387	0.10845477252931146	0.008828458408133025	0.007929986977216832
WIKIPATHWAYS	WP4628:Aerobic glycolysis augmented	4	2.4691358024691357	5.31971510263427E-4	7167, 2023, 5315, 3098	113	13	8749	23.823008849557525	0.17080820717550405	0.031208995268787718	0.03032237608501534
UP_KW_BIOLOGICAL_PROCESS	KW-0945~Host-virus interaction	18	11.11111111111111	5.586957023436688E-4	3190, 7037, 5499, 26986, 23476, 292, 6390, 3837, 3304, 1487, 23076, 3312, 1981, 7329, 5689, 7416, 3921, 4869	117	689	11434	2.5530869710840682	0.03890159815806138	0.013222464955466829	0.012477537352341935
REACTOME_PATHWAY	R-HSA-6807070~PTEN Regulation	8	4.938271604938271	6.066715137274043E-4	5717, 5719, 9112, 207, 208, 11047, 5689, 54815	128	127	11153	5.488681102362205	0.41978089827297027	0.024735652173340075	0.021398958847839353
KEGG_PATHWAY	hsa01100:Metabolic pathways	31	19.1358024691358	6.450979615373823E-4	6472, 7167, 47, 8694, 191, 6390, 471, 353, 8703, 515, 5315, 51727, 9551, 4141, 4047, 2023, 1350, 3098, 124583, 9110, 54480, 1349, 23193, 10606, 11253, 4831, 4711, 4712, 2937, 4758, 3703	96	1564	8865	1.83034287084399	0.13570331581445927	0.010413724236246315	0.009353920442292043
GOTERM_BP_DIRECT	GO:0061621~canonical glycolysis	4	2.4691358024691357	6.549420942243268E-4	7167, 2023, 5315, 3098	161	21	19416	22.970718722271517	0.4910810551523658	0.13504905982905618	0.13400115247829728
WIKIPATHWAYS	WP4396:Nonalcoholic fatty liver disease	9	5.555555555555555	7.777345298670043E-4	1349, 5296, 5571, 207, 208, 1350, 4711, 4712, 6390	113	154	8749	4.524824732789335	0.2395683656909221	0.0391089363590265	0.037997887030645064
KEGG_PATHWAY	hsa03015:mRNA surveillance pathway	7	4.320987654320987	8.011048327618919E-4	10914, 2521, 5499, 26986, 9939, 5515, 23435	96	103	8865	6.275788834951457	0.16566664550078136	0.01206997948027917	0.010841618736710936
REACTOME_PATHWAY	R-HSA-162906~HIV Infection	10	6.172839506172839	8.517322981041161E-4	5717, 3837, 5719, 8148, 23165, 11047, 5689, 292, 5437, 4869	128	218	11153	3.996918004587156	0.5343539205878864	0.03288380683072721	0.028447975586002587
REACTOME_PATHWAY	R-HSA-201681~TCF dependent signaling in response to WNT	10	6.172839506172839	8.798342964743067E-4	5717, 5719, 1487, 207, 208, 11047, 5689, 3021, 5515, 1857	128	219	11153	3.978667237442923	0.5459549039329418	0.03288380683072721	0.028447975586002587
GOTERM_BP_DIRECT	GO:0045893~positive regulation of DNA-templated transcription	16	9.876543209876543	8.82742944870094E-4	9862, 9112, 8148, 23133, 23476, 79084, 1487, 2521, 23054, 207, 6603, 4831, 1857, 26292, 54815, 4869	161	717	19416	2.691130226876998	0.5976809741333498	0.14416232191474287	0.1430437006001765
KEGG_PATHWAY	hsa04714:Thermogenesis	10	6.172839506172839	8.979428447057353E-4	1349, 5571, 9551, 515, 1350, 71, 6603, 4711, 4712, 6390	96	235	8865	3.929521276595745	0.18374318521773159	0.01268344268146851	0.011392649842204016
REACTOME_PATHWAY	R-HSA-68882~Mitotic Anaphase	10	6.172839506172839	9.687043613391217E-4	5717, 3837, 5719, 23165, 22919, 7329, 11047, 5689, 2010, 5515	128	222	11153	3.9249014639639643	0.5807756040389298	0.03439630537640985	0.029756447014597596
GOTERM_BP_DIRECT	GO:2000736~regulation of stem cell differentiation	4	2.4691358024691357	9.78793650245587E-4	9112, 54888, 10322, 54815	161	24	19416	20.09937888198758	0.6356463962385581	0.14416232191474287	0.1430437006001765
REACTOME_PATHWAY	R-HSA-2555396~Mitotic Metaphase and Anaphase	10	6.172839506172839	9.99899390110567E-4	5717, 3837, 5719, 23165, 22919, 7329, 11047, 5689, 2010, 5515	128	223	11153	3.9073010089686098	0.5923549512654476	0.03439630537640985	0.029756447014597596
REACTOME_PATHWAY	R-HSA-453279~Mitotic G1 phase and G1/S transition	8	4.938271604938271	0.0010353402956109988	5717, 4173, 5719, 207, 208, 11047, 5689, 5515	128	139	11153	5.014838129496402	0.6051231511072122	0.03439630537640985	0.029756447014597596
REACTOME_PATHWAY	R-HSA-6798695~Neutrophil degranulation	15	9.25925925925926	0.0010870536831061642	10092, 47, 8694, 124583, 5717, 353, 3837, 5719, 3304, 3312, 10043, 5315, 5689, 4831, 4758	128	479	11153	2.7285849425887263	0.62304049993297	0.03482454120522247	0.030126916360370837
UP_KW_MOLECULAR_FUNCTION	KW-0687~Ribonucleoprotein	11	6.790123456790123	0.001097845449400548	25804, 220988, 6152, 3190, 6165, 6187, 149986, 3185, 3921, 6728, 6628	118	315	11859	3.5095238095238095	0.05135964908646273	0.026897213510313427	0.026897213510313427
WIKIPATHWAYS	WP5355:Metabolic epileptic disorders	7	4.320987654320987	0.0011229636735326047	6472, 7167, 6576, 2023, 5315, 292, 3098	113	92	8749	5.891015775298191	0.32666030125973033	0.04941040163543461	0.04800669704351885
REACTOME_PATHWAY	R-HSA-195253~Degradation of beta-catenin by the destruction complex	6	3.7037037037037033	0.001185125860346601	5717, 5719, 1487, 11047, 5689, 5515	128	70	11153	7.468526785714285	0.6548196771507715	0.03665716885278969	0.031712333366515945
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	11	6.790123456790123	0.0011928116829170816	10987, 3837, 3304, 6187, 3313, 3312, 23054, 64422, 207, 7329, 23476	161	374	19208	3.5089514066496164	0.4106476026330238	0.0660519469415334	0.06530643963971022
KEGG_PATHWAY	hsa05131:Shigellosis	10	6.172839506172839	0.00138703907552302	5296, 10801, 10092, 7322, 207, 208, 71, 7416, 3098, 3021	96	250	8865	3.69375	0.26925332889417963	0.018439460651070737	0.016562878372421944
REACTOME_PATHWAY	R-HSA-69278~Cell Cycle, Mitotic	16	9.876543209876543	0.001391407656021213	4173, 5862, 23133, 2010, 3021, 5717, 3837, 5719, 23165, 22919, 207, 7329, 11047, 208, 5689, 5515	128	548	11153	2.5440237226277373	0.7131975926837373	0.0397163961700619	0.034358888994390234
REACTOME_PATHWAY	R-HSA-69202~Cyclin E associated events during G1/S transition 	6	3.7037037037037033	0.0014314524222747856	5717, 5719, 207, 208, 11047, 5689	128	73	11153	7.161601027397261	0.7233307978103196	0.0397163961700619	0.034358888994390234
REACTOME_PATHWAY	R-HSA-70171~Glycolysis	6	3.7037037037037033	0.0014314524222747856	7167, 23165, 2023, 5315, 3098, 5515	128	73	11153	7.161601027397261	0.7233307978103196	0.0397163961700619	0.034358888994390234
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	18	11.11111111111111	0.0015139869961980665	4173, 8242, 9112, 5496, 5499, 22880, 23133, 23476, 9110, 25989, 207, 5315, 6603, 208, 5515, 8408, 54815, 4869	161	917	19416	2.367211471379126	0.7903054631856152	0.19511507413502582	0.19360108713882776
REACTOME_PATHWAY	R-HSA-9604323~Negative regulation of NOTCH4 signaling	5	3.0864197530864197	0.0015305241474852234	5717, 5719, 207, 11047, 5689	128	44	11153	9.90145596590909	0.7468901884405172	0.0397163961700619	0.034358888994390234
REACTOME_PATHWAY	R-HSA-4641258~Degradation of DVL	5	3.0864197530864197	0.0015305241474852234	5717, 5719, 11047, 5689, 1857	128	44	11153	9.90145596590909	0.7468901884405172	0.0397163961700619	0.034358888994390234
REACTOME_PATHWAY	R-HSA-1169410~Antiviral mechanism by IFN-stimulated genes	8	4.938271604938271	0.0015496921582521367	3837, 3304, 3312, 1981, 23165, 7329, 5515, 4869	128	149	11153	4.678271812080537	0.7512114831462956	0.0397163961700619	0.034358888994390234
REACTOME_PATHWAY	R-HSA-69656~Cyclin A:Cdk2-associated events at S phase entry	6	3.7037037037037033	0.0016153931447676314	5717, 5719, 207, 208, 11047, 5689	128	75	11153	6.970625	0.7654717598555401	0.04025021252379348	0.03482069667610228
REACTOME_PATHWAY	R-HSA-1640170~Cell Cycle	18	11.11111111111111	0.0017792158665303006	4173, 5862, 23133, 2010, 3021, 5717, 3837, 5719, 23165, 22919, 207, 7329, 11047, 208, 5689, 5437, 5515, 4869	128	680	11153	2.3064568014705884	0.7975734338028998	0.04313396303453188	0.037315446281824684
GOTERM_BP_DIRECT	GO:0006417~regulation of translation	6	3.7037037037037033	0.0018529444864727159	149986, 207, 208, 28985, 9939, 8087	161	106	19416	6.826204148599555	0.8522388077590052	0.20979013165243524	0.20816227418083535
REACTOME_PATHWAY	R-HSA-5663202~Diseases of signal transduction by growth factor receptors and second messengers	14	8.641975308641975	0.0018593854873744744	5296, 8087, 471, 5717, 5719, 1487, 207, 11047, 71, 208, 5689, 5437, 5515, 4869	128	451	11153	2.7047879711751666	0.8116439666074413	0.04389128374144483	0.03797060890006822
GOTERM_BP_DIRECT	GO:0042776~proton motive force-driven mitochondrial ATP synthesis	5	3.0864197530864197	0.002034821839499857	9551, 515, 4711, 4712, 6390	161	65	19416	9.276636407071189	0.8775483038754844	0.20979013165243524	0.20816227418083535
REACTOME_PATHWAY	R-HSA-168255~Influenza Infection	8	4.938271604938271	0.0020894017313903284	6152, 3837, 6165, 3304, 6187, 23165, 5437, 3921	128	157	11153	4.439888535031847	0.846821911304061	0.04756700952183645	0.041150500991020154
REACTOME_PATHWAY	R-HSA-68886~M Phase	13	8.024691358024691	0.002173677373467686	5862, 23133, 2010, 3021, 5717, 3837, 5719, 23165, 22919, 7329, 11047, 5689, 5515	128	404	11153	2.803778620049505	0.8579975240884485	0.04756700952183645	0.041150500991020154
