"Term","Odds_Ratio","Fold_Enrichment","PValue","FDR","Genes"
"GO:0140455~cytoplasm protein quality control",160.775213348711,106.155913978495,0.00939103198503255,0.0957551437201635,"7415"
"GO:0090230~regulation of centromere complex assembly",160.775213348711,106.155913978495,0.00939103198503255,0.0957551437201635,"3020"
"GO:0006420~arginyl-tRNA aminoacylation",160.775213348711,106.155913978495,0.00939103198503255,0.0957551437201635,"5917"
"GO:0005046~KDEL sequence binding",160.775213348711,106.155913978495,0.00939103198503255,0.0957551437201635,"11014"
"GO:0160002~ADP-D-ribose modification-dependent protein binding",160.775213348711,106.155913978495,0.00939103198503255,0.0957551437201635,"9555"
"GO:0004814~arginine-tRNA ligase activity",160.775213348711,106.155913978495,0.00939103198503255,0.0957551437201635,"5917"
"GO:0009383~rRNA (cytosine-C5-)-methyltransferase activity",160.775213348711,106.155913978495,0.00939103198503255,0.0957551437201635,"4839"
"GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",163.639512685216,106.155913978495,0.000144343919075866,0.00868751177334866,"1984, 7314"
"GOCC_BARR_BODY",130.607381408825,90.9907834101382,0.000201672416434699,0.0106437021875014,"3020, 9555"
"GO:1901837~negative regulation of transcription of nucleolar large rRNA by RNA polymerase I",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"9555"
"GO:1905913~negative regulation of calcium ion export across plasma membrane",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"7531"
"GO:0071963~establishment or maintenance of cell polarity regulating cell shape",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"2011"
"GO:0033489~cholesterol biosynthetic process via desmosterol",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"1718"
"GO:0035494~SNARE complex disassembly",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"4905"
"GO:0035437~maintenance of protein localization in endoplasmic reticulum",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"11014"
"GO:0033490~cholesterol biosynthetic process via lathosterol",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"1718"
"GO:0006432~phenylalanyl-tRNA aminoacylation",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"10056"
"GO:1903595~positive regulation of histamine secretion by mast cell",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"8723"
"GO:0004826~phenylalanine-tRNA ligase activity",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"10056"
"GO:1904288~BAT3 complex binding",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"7415"
"GO:0004844~uracil DNA N-glycosylase activity",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"328"
"GO:0005048~signal sequence binding",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"163"
"GO:1990460~leptin receptor binding",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"8723"
"R-HSA-9683683~Maturation of protein E",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"7314"
"R-HSA-6807047~Cholesterol biosynthesis via desmosterol",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"1718"
"R-HSA-9678110~Attachment and Entry",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"7415"
"R-HSA-9694493~Maturation of protein E",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"7314"
"R-HSA-6807062~Cholesterol biosynthesis via lathosterol",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"1718"
"WP3302:eIF5A regulation in response to inhibition of the nuclear export system",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"1984"
"BIOCARTA_P35ALZHEIMERS_PATHWAY",109.075644103097,79.616935483871,0.000268352350210409,0.0121876692387227,"823, 826"
"GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"7531"
"GOCC_PROTEASOME_CORE_COMPLEX_ALPHA_SUBUNIT_COMPLEX",109.075644103097,79.616935483871,0.000268352350210409,0.0121876692387227,"5683, 5686"
"GOMF_RRNA_CYTOSINE_METHYLTRANSFERASE_ACTIVITY",107.253395627786,79.616935483871,0.0125020519433409,0.113655017666735,"4839"
"GO:0010918~positive regulation of mitochondrial membrane potential",93.2784139931499,70.7706093189964,0.00034432632552318,0.0136131739256322,"4718, 7415"
"GO:0106300~protein-DNA covalent cross-linking repair",93.2784139931499,70.7706093189964,0.00034432632552318,0.0136131739256322,"51368, 7415"
"GOBP_PROTEIN_DNA_COVALENT_CROSS_LINKING_REPAIR",93.2784139931499,70.7706093189964,0.00034432632552318,0.0136131739256322,"51368, 7415"
"GOBP_REGULATION_OF_TRANSLATIONAL_TERMINATION",93.2784139931499,70.7706093189964,0.00034432632552318,0.0136131739256322,"143244, 1984"
"GO:0031508~pericentric heterochromatin formation",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"3020"
"GO:0090666~scaRNA localization to Cajal body",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"6950"
"GO:0090114~COPII-coated vesicle budding",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"6396"
"GO:0070291~N-acylethanolamine metabolic process",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"51573"
"GO:0045321~leukocyte activation",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"5052"
"GO:0034184~positive regulation of maintenance of mitotic sister chromatid cohesion",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"9555"
"GO:0032510~endosome to lysosome transport via multivesicular body sorting pathway",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"7415"
"GO:0045026~plasma membrane fusion",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"4905"
"GO:1902527~positive regulation of protein monoubiquitination",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"7314"
"GO:0046923~ER retention sequence binding",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"11014"
"GO:0160004~poly-ADP-D-ribose modification-dependent protein binding",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"9555"
"GO:0050733~RS domain binding",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"10772"
"GO:0008889~glycerophosphodiester phosphodiesterase activity",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"51573"
"GO:0004528~phosphodiesterase I activity",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"328"
"R-HSA-110381~Resolution of AP sites via the single-nucleotide replacement pathway",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"328"
"R-HSA-8869496~TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"4839"
"BIOCARTA_GABA_PATHWAY",81.6907421753534,63.6935483870968,0.000429537205667883,0.0140957762230215,"29979, 4905"
"BIOCARTA_SET_PATHWAY",81.6907421753534,63.6935483870968,0.000429537205667883,0.0140957762230215,"328, 6418"
"KEGG_MEDICUS_REFERENCE_UCHL1_MEDIATED_HYDROLYSIS",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"7314"
"REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"4839"
"MIR6741_3P",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"29979"
"NEUROD2_TARGET_GENES",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"56894"
"GOBP_N_ACYLETHANOLAMINE_METABOLIC_PROCESS",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"51573"
"GOBP_PERICENTRIC_HETEROCHROMATIN_FORMATION",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"3020"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEUBIQUITINATION",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"7415"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_MONOUBIQUITINATION",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"7314"
"GOBP_REGULATION_OF_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"7531"
"GOBP_REGULATION_OF_HEART_RATE_BY_CHEMICAL_SIGNAL",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"7531"
"GOBP_SCARNA_LOCALIZATION_TO_CAJAL_BODY",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"6950"
"GOCC_ANNULATE_LAMELLAE",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"1984"
"GOCC_CASPASE_COMPLEX",81.6907421753534,63.6935483870968,0.000429537205667883,0.0140957762230215,"823, 826"
"GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_CATALYTIC_CORE_F_1",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"514"
"GOMF_ER_RETENTION_SEQUENCE_BINDING",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"11014"
"GOMF_GLYCEROPHOSPHODIESTER_PHOSPHODIESTERASE_ACTIVITY",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"51573"
"GOMF_HISTONE_H2AX_KINASE_ACTIVITY",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"9031"
"GOMF_PHOSPHODIESTERASE_I_ACTIVITY",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"328"
"GOMF_POLY_ADP_D_RIBOSE_MODIFICATION_DEPENDENT_PROTEIN_BINDING",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"9555"
"GOMF_RS_DOMAIN_BINDING",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"10772"
"HP_APLASIA_HYPOPLASIA_OF_THE_MUSCULATURE_OF_THE_PELVIS",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"7415"
"HP_CYSTATHIONINEMIA",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"5052"
"HP_DECREASED_METHYLMALONYL_COA_MUTASE_ACTIVITY",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"5052"
"HP_DECREASED_SERUM_ZINC",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"3376"
"HP_HYPOPLASTIC_NASAL_BRIDGE",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"1718"
"HP_LIMITED_KNEE_FLEXION",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"7415"
"HP_PELVIC_GIRDLE_AMYOTROPHY",80.3913534829962,63.6935483870968,0.0156034588011249,0.127178637267625,"7415"
"R-HSA-8862803~Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models",79.5327478018059,60.6605222734255,5.06671502375121e-07,0.000212412283688032,"5052, 7531, 823, 826"
"R-HSA-8863678~Neurodegenerative Diseases",79.5327478018059,60.6605222734255,5.06671502375121e-07,0.000212412283688032,"5052, 7531, 823, 826"
"GOCC_AMINOACYL_TRNA_SYNTHETASE_MULTIENZYME_COMPLEX",72.7893403804169,57.9032258064516,0.000523928111100815,0.0160868067915462,"3376, 5917"
"GOCC_X_CHROMOSOME",72.7893403804169,57.9032258064516,0.000523928111100815,0.0160868067915462,"3020, 9555"
"GO:0070842~aggresome assembly",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"7415"
"GO:2001171~positive regulation of ATP biosynthetic process",65.4075740721126,53.0779569892473,0.000627442418430107,0.0178946542202136,"4718, 7415"
"GO:0070475~rRNA base methylation",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"4839"
"GO:0060056~mammary gland involution",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"823"
"GO:0098989~NMDA selective glutamate receptor signaling pathway",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"823"
"GO:0120186~negative regulation of protein localization to chromatin",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"7415"
"GO:1902883~negative regulation of response to oxidative stress",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"9555"
"GO:0035173~histone kinase activity",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"9031"
"GO:0008121~ubiquinol-cytochrome-c reductase activity",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"29796"
"GO:0010385~double-stranded methylated DNA binding",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"9555"
"GO:0016628~oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"1718"
"GO:0030943~mitochondrion targeting sequence binding",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"56993"
"GO:0008311~double-stranded DNA 3'-5' DNA exonuclease activity",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"328"
"GO:0050815~phosphoserine residue binding",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"7531"
"GO:0051920~peroxiredoxin activity",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"5052"
"GO:0008379~thioredoxin peroxidase activity",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"5052"
"R-HSA-9734009~Defective Intrinsic Pathway for Apoptosis",67.6243902316324,53.0779569892473,8.93242355028438e-07,0.000322031644948216,"5052, 7531, 823, 826"
"R-HSA-3371511~HSF1 activation",65.4075740721126,53.0779569892473,0.000627442418430107,0.0178946542202136,"7415, 7531"
"R-HSA-205025~NADE modulates death signalling",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"7531"
"R-HSA-5689877~Josephin domain DUBs",65.4075740721126,53.0779569892473,0.000627442418430107,0.0178946542202136,"7314, 7415"
"PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_UP",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"9555"
"REACTOME_JOSEPHIN_DOMAIN_DUBS",65.4075740721126,53.0779569892473,0.000627442418430107,0.0178946542202136,"7314, 7415"
"REACTOME_NADE_MODULATES_DEATH_SIGNALLING",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"7531"
"MIR4315",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"7415"
"GOBP_AGGRESOME_ASSEMBLY",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"7415"
"GOBP_FLAVIN_CONTAINING_COMPOUND_METABOLIC_PROCESS",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"7415"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CHROMATIN",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"7415"
"GOBP_POSITIVE_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"9555"
"GOBP_REGULATION_OF_CENTROMERE_COMPLEX_ASSEMBLY",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"3020"
"GOBP_REGULATION_OF_PROTEIN_MONOUBIQUITINATION",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"7314"
"GOBP_REGULATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"29979"
"GOBP_REGULATION_OF_TRANSLATIONAL_ELONGATION",65.4075740721126,53.0779569892473,0.000627442418430107,0.0178946542202136,"143244, 1984"
"GOCC_MICROTUBULE_BUNDLE",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"2011"
"GOCC_SEX_CHROMATIN",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"9555"
"GOMF_ATP_DEPENDENT_PROTEIN_DISAGGREGASE_ACTIVITY",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"4905"
"GOMF_DOUBLE_STRANDED_DNA_3_5_DNA_EXONUCLEASE_ACTIVITY",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"328"
"GOMF_DOUBLE_STRANDED_METHYLATED_DNA_BINDING",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"9555"
"GOMF_MITOCHONDRION_TARGETING_SEQUENCE_BINDING",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"56993"
"GOMF_RNA_DNA_HYBRID_RIBONUCLEASE_ACTIVITY",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"328"
"GOMF_THIOREDOXIN_DEPENDENT_PEROXIREDOXIN_ACTIVITY",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"5052"
"GOMF_UBIQUINOL_CYTOCHROME_C_REDUCTASE_ACTIVITY",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"29796"
"GOMF_UBIQUITIN_LIGASE_COMPLEX_SCAFFOLD_ACTIVITY",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"8453"
"HP_FEW_CAFE_AU_LAIT_SPOTS",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"6418"
"HP_LONG_EAR",64.3543074201282,53.0779569892473,0.018695281777535,0.140633934696433,"1984"
"REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS",64.4112777589108,50.9548387096774,1.06088716833001e-06,0.000350414246509004,"5052, 7531, 823, 826"
"GO:0017070~U6 snRNA binding",59.48138302493,48.9950372208437,0.000740023759409777,0.0197219045906273,"143244, 1984"
"MODULE_50",59.48138302493,48.9950372208437,0.000740023759409777,0.0197219045906273,"5683, 5686"
"GOBP_REGULATION_OF_CHROMOSOME_CONDENSATION",59.48138302493,48.9950372208437,0.000740023759409777,0.0197219045906273,"3020, 9031"
"GO:0006924~activation-induced cell death of T cells",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"9093"
"GO:0035617~stress granule disassembly",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"7415"
"GO:1904851~positive regulation of establishment of protein localization to telomere",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"6950"
"GO:0042903~tubulin deacetylase activity",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"51564"
"GO:0004523~RNA-DNA hybrid ribonuclease activity",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"328"
"GO:1990050~phosphatidic acid transfer activity",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"51012"
"GO:0035800~deubiquitinase activator activity",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"7415"
"GO:0140545~ATP-dependent protein disaggregase activity",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"4905"
"GO:0000182~rDNA binding",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"9555"
"R-HSA-9637628~Modulation by Mtb of host immune system",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"7314"
"R-HSA-6814848~Glycerophospholipid catabolism",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"51573"
"R-HSA-9706377~FLT3 signaling by CBL mutants",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"7314"
"WP4804:Cholesterol biosynthesis with skeletal dysplasias",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"1718"
"WP678:Arachidonate epoxygenase epoxide hydrolase",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"9377"
"MATZUK_STEROIDOGENESIS",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"1718"
"MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_UP",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"1984"
"SASSON_FSH_RESPONSE",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"51573"
"SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_DN",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"7531"
"BIOCARTA_UCALPAIN_PATHWAY",54.4743152309825,45.4953917050691,0.000861616019937417,0.0217398486511987,"823, 826"
"KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION",55.4462505139017,45.4953917050691,3.76611785221455e-05,0.00370658237362809,"7314, 7415, 8453"
"REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"7314"
"REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"51573"
"REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"7314"
"REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION",53.5963980825182,45.4953917050691,0.0217775500043849,0.142520887298191,"163"
