"Term","Odds_Ratio","Fold_Enrichment","PValue","FDR","Genes"
"GO:0140285~endosome fission",130.680686737344,44.17225950783,0.000674278062421447,0.0120329942886861,"23023, 9897"
"GO:0090306~meiotic spindle assembly",130.680686737344,44.17225950783,0.000674278062421447,0.0120329942886861,"2801, 9897"
"GO:0016309~1-phosphatidylinositol-5-phosphate 4-kinase activity",130.680686737344,44.17225950783,0.000674278062421447,0.0120329942886861,"79837, 8396"
"R-HSA-165181~Inhibition of TSC complex formation by PKB",130.680686737344,44.17225950783,0.000674278062421447,0.0120329942886861,"7248, 7249"
"GOBP_POSITIVE_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY",98.4200788326562,39.755033557047,3.32792264604456e-05,0.00139161479390887,"5111, 5580, 6188"
"HP_FOCAL_CORTICAL_DYSPLASIA_TYPE_II",98.4200788326562,39.755033557047,3.32792264604456e-05,0.00139161479390887,"2475, 7248, 7249"
"87.Activation_ERK-MAPK_Synaptic_Act",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"5594"
"GO:0010256~endomembrane system organization",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"10564"
"GO:0018171~peptidyl-cysteine oxidation",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"10935"
"GO:0099111~microtubule-based transport",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"3064"
"GO:2000635~negative regulation of primary miRNA processing",65.5692726798943,33.1291946308725,0.00133509366745075,0.0187127853966433,"4204, 6774"
"GO:1905492~positive regulation of branching morphogenesis of a nerve",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"4204"
"GO:0097111~endoplasmic reticulum-Golgi intermediate compartment organization",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"8729"
"GO:0039585~PKR/eIFalpha signaling",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"25820"
"GO:0003177~pulmonary valve development",65.5692726798943,33.1291946308725,0.00133509366745075,0.0187127853966433,"3516, 659"
"GO:1904690~positive regulation of cytoplasmic translational initiation",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2475"
"GO:0019858~cytosine metabolic process",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"5594"
"GO:0048219~inter-Golgi cisterna vesicle-mediated transport",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"9527"
"GO:1901026~ripoptosome assembly involved in necroptotic process",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"1540"
"GO:0036490~regulation of translation in response to endoplasmic reticulum stress",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"23645"
"GO:0141191~negative regulation of HRI-mediated signaling",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"23352"
"GO:0140454~protein aggregate center assembly",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"26118"
"GO:0006538~glutamate catabolic process",65.5692726798943,33.1291946308725,0.00133509366745075,0.0187127853966433,"2746, 2752"
"GO:0021691~cerebellar Purkinje cell layer maturation",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"473"
"GO:0006542~glutamine biosynthetic process",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2752"
"GO:0061344~regulation of cell adhesion involved in heart morphogenesis",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"3516"
"GO:0031453~positive regulation of heterochromatin formation",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"7175"
"GO:0061162~establishment of monopolar cell polarity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"8729"
"GO:0046511~sphinganine biosynthetic process",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"9517"
"GO:0097368~establishment of Sertoli cell barrier",65.5692726798943,33.1291946308725,0.00133509366745075,0.0187127853966433,"51742, 5872"
"GO:0042340~keratan sulfate proteoglycan catabolic process",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2799"
"GO:0099611~regulation of action potential firing threshold",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"4204"
"GO:1904685~positive regulation of metalloendopeptidase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"6774"
"GO:0032079~positive regulation of endodeoxyribonuclease activity",65.5692726798943,33.1291946308725,0.00133509366745075,0.0187127853966433,"5580, 6188"
"GO:0090170~regulation of Golgi inheritance",65.5692726798943,33.1291946308725,0.00133509366745075,0.0187127853966433,"5594, 5604"
"GO:0032528~microvillus organization",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"5781"
"GO:1904437~positive regulation of transferrin receptor binding",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"567"
"GO:0006437~tyrosyl-tRNA aminoacylation",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"8565"
"GO:0140238~presynaptic endocytosis",65.5692726798943,33.1291946308725,0.00133509366745075,0.0187127853966433,"22848, 808"
"GO:0045186~zonula adherens assembly",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"9231"
"GO:0001971~negative regulation of activation of membrane attack complex",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"966"
"GO:0055025~positive regulation of cardiac muscle tissue development",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"1385"
"GO:0002543~activation of blood coagulation via clotting cascade",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"196527"
"GO:1905053~positive regulation of base-excision repair",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"6188"
"GO:0003252~negative regulation of cell proliferation involved in heart valve morphogenesis",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"659"
"GO:1904157~DN4 thymocyte differentiation",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"4775"
"GO:1905213~negative regulation of mitotic chromosome condensation",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"8467"
"GO:0016256~N-glycan processing to lysosome",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"79158"
"GO:2000755~positive regulation of sphingomyelin catabolic process",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"5580"
"GO:0003160~endocardium morphogenesis",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"3516"
"GO:1903371~regulation of endoplasmic reticulum tubular network organization",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"55161"
"GO:0072554~blood vessel lumenization",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"3516"
"GO:2000397~positive regulation of ubiquitin-dependent endocytosis",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"7251"
"GO:0033696~heterochromatin boundary formation",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"9320"
"GO:0010935~regulation of macrophage cytokine production",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"51465"
"GO:0051125~regulation of actin nucleation",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"9897"
"GO:0072708~response to sorbitol",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"11143"
"GO:0042509~regulation of tyrosine phosphorylation of STAT protein",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"29883"
"GO:1904434~positive regulation of ferrous iron binding",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"567"
"GO:0014916~regulation of lung blood pressure",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"659"
"GO:0061692~cellular detoxification of hydrogen peroxide",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"847"
"GO:1903020~positive regulation of glycoprotein metabolic process",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"5861"
"GO:0019145~aminobutyraldehyde dehydrogenase (NAD+) activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"223"
"GO:0140033~acetylation-dependent protein binding",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2033"
"GO:0140065~peptide butyryltransferase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2033"
"GO:0000822~inositol hexakisphosphate binding",65.5692726798943,33.1291946308725,0.00133509366745075,0.0187127853966433,"2475, 9213"
"GO:0001156~TFIIIC-class transcription factor complex binding",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2475"
"GO:0019962~type I interferon binding",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"3454"
"GO:0005150~interleukin-1, type I receptor binding",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"54472"
"GO:0000701~purine-specific mismatch base pair DNA N-glycosylase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"5111"
"GO:0004831~tyrosine-tRNA ligase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"8565"
"GO:0045183~translation factor activity, non-nucleic acid binding",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"28985"
"GO:0046922~peptide-O-fucosyltransferase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"23509"
"GO:0004352~glutamate dehydrogenase (NAD+) activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2746"
"GO:0004905~type I interferon receptor activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"3454"
"GO:0010465~nerve growth factor receptor activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"6272"
"GO:0061920~protein propionyltransferase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2033"
"GO:0052848~inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"11165"
"GO:0052845~inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"11165"
"GO:0035500~MH2 domain binding",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"1655"
"GO:0015247~aminophospholipid flippase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"55754"
"GO:0004314~[acyl-carrier-protein] S-malonyltransferase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2194"
"GO:0004315~3-oxoacyl-[acyl-carrier-protein] synthase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2194"
"GO:0034212~protein N-acetyltransferase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2033"
"GO:0140068~histone crotonyltransferase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2033"
"GO:0141148~enoyl-[acyl-carrier-protein] reductase (NADPH) activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2194"
"GO:0120017~ceramide transfer activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"10087"
"GO:0019948~SUMO activating enzyme activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"10054"
"GO:0044013~histone H2B acetyltransferase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2033"
"GO:0004353~glutamate dehydrogenase [NAD(P)+] activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2746"
"GO:0004354~glutamate dehydrogenase (NADP+) activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2746"
"GO:0004316~3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2194"
"GO:0141002~histone H4K16 propionyltransferase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2033"
"GO:0080007~S-nitrosoglutathione reductase (NADH) activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"128"
"GO:0019171~(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2194"
"GO:0140610~RNA sequestering activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"6774"
"GO:0005153~interleukin-8 receptor binding",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"8565"
"GO:0016297~fatty acyl-[ACP] hydrolase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2194"
"GO:0005135~interleukin-3 receptor binding",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"10193"
"GO:0140751~histone octamer slider activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"8467"
"GO:0106226~peptide 2-hydroxyisobutyryltransferase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2033"
"GO:0140932~5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"11165"
"GO:0004356~glutamine synthetase activity",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"2752"
"R-HSA-8847453~Synthesis of PIPs in the nucleus",65.5692726798943,33.1291946308725,0.00133509366745075,0.0187127853966433,"79837, 8396"
"R-HSA-3359467~Defective MTRR causes HMAE",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"4548"
"R-HSA-3359469~Defective MTR causes HMAG",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"4548"
"R-HSA-192905~vRNP Assembly",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"3843"
"R-HSA-9652169~Signaling by MAP2K mutants",65.5692726798943,33.1291946308725,0.00133509366745075,0.0187127853966433,"5594, 5604"
"R-HSA-111995~phospho-PLA2 pathway",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"5594"
"KW-0696~RNA-directed RNA polymerase",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"5430"
"GOBP_POSITIVE_REGULATION_OF_METALLOENDOPEPTIDASE_ACTIVITY",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"6774"
"GOBP_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY",65.7852738218976,33.1291946308725,6.58135961440938e-05,0.00219416278121028,"5111, 5580, 6188"
"GOBP_REGULATION_OF_GLUCOSYLCERAMIDE_CATABOLIC_PROCESS",65.3544699482419,33.1291946308725,0.0299578283979733,0.135845017305793,"5580"
"GO:0018393~internal peptidyl-lysine acetylation",43.7364041003391,26.503355704698,0.00220296996144429,0.0267837700537953,"11143, 2033"
"GO:1904504~positive regulation of lipophagy",43.7364041003391,26.503355704698,0.00220296996144429,0.0267837700537953,"3064, 9517"
